,Organization,Name,Farm,Address,Latitude,Longitude
300,Cataratas do Iguaçu Produtos Orgânicos,Cataratas do Iguaçu Produtos Orgânicos Ltda - Gebana Brasil,Tatiana Eloiza Scultz,Assentamento Ander Rodolfo Henrique ,-54.05305,-24.946908333333333
301,Cataratas do Iguaçu Produtos Orgânicos,Cataratas do Iguaçu Produtos Orgânicos Ltda - Gebana Brasil,Cleusa Guilherme da Silva,Assentamento Ander Rodolfo Henrique ,-54.03516666666666,-24.920630555555558
302,Cataratas do Iguaçu Produtos Orgânicos,Cataratas do Iguaçu Produtos Orgânicos Ltda - Gebana Brasil,Diomar Zopellaro,Assentamento Ander Rodolfo Henrique ,-24.920283333333334,-54.038780555555554
303,Cataratas do Iguaçu Produtos Orgânicos,Cataratas do Iguaçu Produtos Orgânicos Ltda - Gebana Brasil,Jose Ezildo da Silva,Assentamento Ander Rodolfo Henrique ,-24.93898888888889,-54.058386111111105
304,Cataratas do Iguaçu Produtos Orgânicos,Cataratas do Iguaçu Produtos Orgânicos Ltda - Gebana Brasil,Flavio Luiz Berno,Distrito Floresta – Palotina,-24.220277777777778,-53.71083333333333
305,Cataratas do Iguaçu Produtos Orgânicos,Cataratas do Iguaçu Produtos Orgânicos Ltda - Gebana Brasil,Caroline de Carle Gomes,Linha Alvorada – Palotina,-24.240555555555556,-53.863055555555555
306,Cataratas do Iguaçu Produtos Orgânicos,Cataratas do Iguaçu Produtos Orgânicos Ltda - Gebana Brasil,Darci Dedimar Tomm,Linha Belmonte - Marechal C. Rondon,-24.499722222222225,-54.18083333333333
307,Cataratas do Iguaçu Produtos Orgânicos,Cataratas do Iguaçu Produtos Orgânicos Ltda - Gebana Brasil,Hilario Mattuizzi,Linha Madrugada – Palotina,-25.08861111111111,-53.581388888888895
308,Cataratas do Iguaçu Produtos Orgânicos,Cataratas do Iguaçu Produtos Orgânicos Ltda - Gebana Brasil,Deomiro Bernardo Lehmkuhl,Vila Floresta – Palotina,-24.198888888888888,-53.717222222222226
309,Cataratas do Iguaçu Produtos Orgânicos,Cataratas do Iguaçu Produtos Orgânicos Ltda - Gebana Brasil,Lauri Leo Buzanello,Linha São Clemente – Palotina,-24.264722222222222,-53.89361111111111
310,Cataratas do Iguaçu Produtos Orgânicos,Cataratas do Iguaçu Produtos Orgânicos Ltda - Gebana Brasil,Araides Duarte da Luz,Assentamento Olga Benario - Santa Tereza,-25.08861111111111,-53.581388888888895
311,Cataratas do Iguaçu Produtos Orgânicos,Cataratas do Iguaçu Produtos Orgânicos Ltda - Gebana Brasil,Roberto Pradela,Vila Floresta – Palotina,-24.19361111111111,-53.726111111111116
312,Cataratas do Iguaçu Produtos Orgânicos,Cataratas do Iguaçu Produtos Orgânicos Ltda - Gebana Brasil,Olindo Pierezan,Linha Madrugada – Palotina,-25.08861111111111,-53.581388888888895
313,Fazenda Nossa Senhora Aparecida ,Fazenda Nossa Senhora Aparecida ,Nossa Senhora Aparecida,Agua Fria de Goiás/GO,-14.069166666666666,-47.0675
314,Amaggi,Amaggi Exp. e Imp. Ltda – Grupo Parecis II,Fazenda Barranco Alto,Linha 155 Gleba Corumbiara – Corumbiara/RO,-12.9903,-61.1752
315,Amaggi,Amaggi Exp. e Imp. Ltda – Grupo Parecis II,Fazenda Chupinguaia,"Linha 125, km 08, lote 37, Gleba Corumbiara – Chupinguaia/RO",-12.5894,-60.9568
316,Amaggi,Amaggi Exp. e Imp. Ltda – Grupo Parecis II,Fazenda Curitiba,Rodovia Br 364 km 450 Sentido Cuiaba a Porto Velho a esquerda 100 km – Comodoro/MT,-13.5432,-60.4186
317,Amaggi,Amaggi Exp. e Imp. Ltda – Grupo Parecis II,Fazenda Dom Pedro,"Linha 165, Gleba Corumbiara – Corumbiara/RO",-13.0003,-60.9653
318,Amaggi,Amaggi Exp. e Imp. Ltda – Grupo Parecis II,Fazenda Juliana,"Linha 130, Lote 51, Setor 10, Gleba Corumbiara – Chupinguaia/RO",-12.6789,-61.1009
319,Amaggi,Amaggi Exp. e Imp. Ltda – Grupo Parecis II,Fazenda Maringá 3,Gleba Ricardo Franco - Vila Bela da Santissima Trindade/MT,-14.4411,-60.1257
320,Amaggi,Amaggi Exp. e Imp. Ltda – Grupo Parecis II,Fazenda Pérola,Rodovia BR 364 KM 1090 – Sapezal/MT,-13.1358,-58.6772
321,Amaggi,Amaggi Exp. e Imp. Ltda – Grupo Parecis II,Fazenda Retiro,"Rodovia BR 174 km 21, saída para Juína - Vilhena/RO",-12.5667,-60.0786
322,Amaggi,Amaggi Exp. e Imp. Ltda – Grupo Parecis II,Fazenda Reunidas do Papagaio,Rodovia MT 235 KM 80 + 17 KM à direita – Sapezal/MT,-13.4259,-58.4228
323,Amaggi,Amaggi Exp. e Imp. Ltda – Grupo Parecis II,Fazenda Santa Ana,Linha 155 Gleba Corumbiara – Corumbiara/RO,-12.9996,-61.2383
324,Amaggi,Amaggi Exp. e Imp. Ltda – Grupo Parecis II,Fazenda Santa Cândida,Rodovia MT 235 km 112 + 30 km esquerda – Sapezal/MT,-13.8006,-58663
325,Amaggi,Amaggi Exp. e Imp. Ltda – Grupo Parecis II,Fazenda Siriema,"Rodovia MT 235, km 137 entrando a direita percorre-se uma distância de 25 quilômetros – Sapezal/MT",-13.3592,-58.8949
326,Amaggi,Amaggi Exp. e Imp. Ltda – Grupo Parecis II,Fazenda Tupancy,Rodovia MT 235 km 112 + 30 km esquerda – Sapezal/MT,-13.4602,-58.5877
327,Amaggi,Amaggi Exp. e Imp. Ltda – Grupo Parecis II,Fazenda Zanella II,Linha Alto Juruena - Campos de Julio/MT,-13.9476,-59.2014
328,Bom Jesus Agropecuaria ,Bom Jesus Agropecuaria LTDA - Fazenda Mirandópolis,Fazenda Mirandópolis,Juscimeira/MT,-16.36227777777778,-55.07815
329,Fazenda Lagoa Dourada,Fazenda Lagoa Dourada,Fazenda Lagoa Dourada,Poconé – MT,-16.09476111111111,-56.75564166666667
330,Cresol Estrada de Ferro,CRESOL - Estrada de Ferro,Fazenda Matão,"Rodovia GO-330 Orizona sentido Vianópolis, Km 01 à esquerda + 2 Km à direita. Orizona-GO – Brasil",-17.014830555555555,-48.311724999999996
331,Cresol Estrada de Ferro,CRESOL - Estrada de Ferro,Fazenda Cachoeira,"Orizona sentido povoado da Cachoeira, Km 22 à esquerda. Orizona-GO – Brasil",-16.914902777777776,-48.15588611111111
332,Cresol Estrada de Ferro,CRESOL - Estrada de Ferro,Fazenda Morro Alto,"Rodovia GO-219 Orizona sentido Distrito de Egerineu Teixeira, Km 07 à direita. Orizona-GO",-17.05030277777778,-48.362183333333334
333,Cresol Estrada de Ferro,CRESOL - Estrada de Ferro,Fazenda Areias de Baixo,"Rodovia GO-219 Orizona sentido Montes Claros, após o povoado seguir por mais 2 Km à esquerda. Orizona-GO – Brasil",-17.163361111111108,-48.16511111111111
334,Cresol Estrada de Ferro,CRESOL - Estrada de Ferro,Fazenda Morro Alto,"Rodovia GO-219 Orizona sentido Distrito de Egerineu Teixeira, Km 08 à esquerda. Orizona-GO – Brasil",-17.06881111111111,-48.3667
335,Cresol Estrada de Ferro,CRESOL - Estrada de Ferro,Fazenda Taquaral e Cuiabanos,"Orizona sentido povoado Taquaral, Km 08 à esquerda + 2 Km. Orizona- GO – Brasil",-16.935858333333332,-48.30178055555555
336,Cresol Estrada de Ferro,CRESOL - Estrada de Ferro,Fazenda Taquaral de Cima,"Rodovia GO 330, sentido Orizona/Caraiba, após 20 Km virar à direita e seguir por mais 4 Km. Vianópolis-GO – Brasil",-16.89455,-48.36691666666667
337,Cresol Estrada de Ferro,CRESOL - Estrada de Ferro,Fazenda Engenho Velho,"Estrada Silvânia sentido São Miguel Passa Quatro, Km 15. Silvânia-GO – Brasil",-16.778523,-48.633775
338,Cresol Estrada de Ferro,CRESOL - Estrada de Ferro,Fazenda Rio dos Bois,"Estrada Silvânia sentido São Miguel do Passa Quatro e BR-457, Km 40. Silvânia-GO – Brasil",-16.878407,-48.603229
339,Cresol Estrada de Ferro,CRESOL - Estrada de Ferro,Fazenda Mucambo,"Rodovia GO 437, Km 24 à direita + 6 Km. Silvânia-GO – Brasil",-16.428912,-48.634759
340,Cresol Estrada de Ferro,CRESOL - Estrada de Ferro,Fazenda Rio do Peixe,"Rodovia GO-330, Km 109 à direita + 8 Km. Silvânia-GO – Brasil",-16.890582,-48.43886
341,Cresol Estrada de Ferro,CRESOL - Estrada de Ferro,Fazenda Ponte Alta,"Rodovia GO-330 sentido Leopoldo de Bulhões, trevo sentido a Cruzeiro, Km 12, 2 Km à esquerda. Silvânia-GO – Brasil",-16.701849,-48.798744
342,Cresol Estrada de Ferro,CRESOL - Estrada de Ferro,Fazenda Boa Esperança,"Rodovia GO-010 sentido Luziânia, após Posto Quilombo, 6 Km à direita + 7 Km à direita. Silvânia-GO – Brasil",-16.605829,-48.260294
343,Cresol Estrada de Ferro,CRESOL - Estrada de Ferro,Fazenda Engenho Velho,"Estrada Silvânia sentido São Miguel Passa Quatro, Km 16. Silvânia-GO – Brasil",-16.785815,-48.637973
344,Cresol Estrada de Ferro,CRESOL - Estrada de Ferro,Fazenda Santa Rita,"Rodovia GO 330, Km 212 à esquerda + 14 Km. Silvânia-GO – Brasil",-16.859656,-48.29299
345,Grupo Hervalense,Grupo Hervalense,Fazenda Hervalense,Rodovia BR-364 KM-,-14.1864,-56.6293
346,Grupo Hervalense,Grupo Hervalense,Fazenda Chapadão,Rodovia BR-364 KM-,-14.1311,-57.0097
347,Grupo Hervalense,Grupo Hervalense,Fazenda Lagoa do Cervo,Rodovia BR-364 KM-,-14468,-56.2036
348,GGF Agro,GGF - Agro LTDA,Fazenda Pau Da Onça,"Rodovia Mt 485, Km 100, S/N, Zona Rural",-13.666558333333334,-55.39378611111111
349,Fazenda Modelo,Fazenda Modelo (Eswalter Zanetti e Outros),Fazenda Modelo,Campo Verde - MT,-15.4422970718181,-54.9268314506474
350,O Telhar Agropecuária ,O Telhar Agropecuária LTDA ,Fazenda Nova,Santo Antônio do Leste/MT,-14.857861111111111,-53.492125
351,O Telhar Agropecuária ,O Telhar Agropecuária LTDA,Fazenda Primavera,Primavera do Leste/MT,-15.23903611111111,-54.154088888888886
352,O Telhar Agropecuária ,O Telhar Agropecuária LTDA,Fazenda Independência,Santo Antônio do Leste/MT,-14.8586,-53.49315
353,O Telhar Agropecuária ,O Telhar Agropecuária LTDA,Fazenda Rio Bonito,Nova Ubiratã/MT,-13.524036111111112,-55.07678333333334
354,O Telhar Agropecuária ,O Telhar Agropecuária LTDA,Fazenda Pirapó,São José do Rio Claro/MT,-13.853141666666666,-57.19152777777777
355,O Telhar Agropecuária ,O Telhar Agropecuária LTDA,Fazenda Sete Lagoas,Diamantino/MT,-14.58053611111111,-56.452422222222225
356,Girassol Agrícola,Fazenda Girassol,Fazenda Girassol,Pedra Preta - MT,-16.8375,-54.04222222222222
357,Agropastoril Jatobasso,Fazenda Verde Agropastoril Jatobasso Ltda,Fazenda Verde,Rondonópolis- MT,-16.58431388888889,-54.85796944444444
358,Agrex do Brasil,Agrex do Brasil S.A.,Fazenda Campos Lindos,Loteamento Santa Catarina - Município de Campos Lindos - Tocantins - BR,-8.119722222222222,-46.53055555555555
359,Agrex do Brasil,Agrex do Brasil S.A.,Fazenda Chapada Alta,Loteamento Santa Catarina - Campos Lindos - Tocantins - BR,-8.293055555555556,-46.776944444444446
360,Agrex do Brasil,Agrex do Brasil S.A.,Fazenda Santo Isidoro,Zona Rural - Riachão - Maranhão - BR,-7.420833333333333,-46.36138888888889
361,Agrex do Brasil,Agrex do Brasil S.A.,Fazenda Batavo,"FazendaBat avo Km 245 Gerais de Balsas, Data Caracol Zona Rural - Balsas - Maranhão - BR",-8.564722222222223,-46.67944444444444
362,Agrex do Brasil,Agrex do Brasil S.A.,Fazenda Curitiva,Tasso Fragoso - MA,-7.654166666666667,-46.66416666666667
363,Amaggi,Amaggi Exp Imp Ltda - Grupo Parecis II,Fazenda Barranco Alto,Linha 155 Gleba Corumbiara - Corumbiara/RO,-12.9903,-61.1752
364,Amaggi,Amaggi Exp Imp Ltda - Grupo Parecis II,Fazenda Chupinguaia,"Linha 125, km 08, lote 37, Gleba Corumbiara - Chupinguaia/RO",-12.5894,-60.9568
365,Amaggi,Amaggi Exp Imp Ltda - Grupo Parecis II,Fazenda Curitiba,Rodovia Br 364 km 450 Sentido Cuiaba a Porto Velho a esquerda 100 km - Comodoro/MT,-13.5432,-60.4186
366,Amaggi,Amaggi Exp Imp Ltda - Grupo Parecis II,Fazenda Dom Pedro,"Linha 165, Gleba Corumbiara - Corumbiara/RO",-13.0003,-60.9653
367,Amaggi,Amaggi Exp Imp Ltda - Grupo Parecis II,Fazenda Juliana,"Linha 130, Lote 51, Setor 10, Gleba Corumbiara - Chupinguaia/RO",-12.6789,-61.1009
368,Amaggi,Amaggi Exp Imp Ltda - Grupo Parecis II,Fazenda Maringá 3,Gleba Ricardo Franco - Vila Bela da Santissima Trindade/MT,-14.4411,-60.1257
369,Amaggi,Amaggi Exp Imp Ltda - Grupo Parecis II,Fazenda Pérola,Rodovia BR 364 KM 1090 - Sapezal/MT,-13.1358,-58.6772
370,Amaggi,Amaggi Exp Imp Ltda - Grupo Parecis II,Fazenda Retiro,"Rodovia BR 174 km 21, saída para Juína - Vilhena/RO",-12.5667,-60.0786
371,Amaggi,Amaggi Exp Imp Ltda - Grupo Parecis II,Fazenda Reunidas do Papagaio,Rodovia MT 235 KM 80 + 17 KM à direita - Sapezal/MT,-13.4259,-58.4228
372,Amaggi,Amaggi Exp Imp Ltda - Grupo Parecis II,Fazenda Santa Ana,Linha 155 Gleba Corumbiara - Corumbiara/RO,-12.9996,-61.2383
373,Amaggi,Amaggi Exp Imp Ltda - Grupo Parecis II,Fazenda Santa Cândida,Rodovia MT 235 km 112 + 30 km esquerda - Sapezal/MT,-13.8006,-58663
374,Amaggi,Amaggi Exp Imp Ltda - Grupo Parecis II,Fazenda Siriema,"Rodovia MT 235, km 137 entrando a direita percorre-se uma distância de 25 quilômetros - Sapezal/MT",-13.3592,-58.8949
375,Amaggi,Amaggi Exp Imp Ltda - Grupo Parecis II,Fazenda Tupancy,"Rodovia MT 235, km 100 + 15 km a direita - Sapezal/MT",-13.4602,-58.5877
376,Amaggi,Amaggi Exp Imp Ltda - Grupo Parecis II,Fazenda Zanella II,Linha Alto Juruena - Campos de Julio/MT,-13.9476,-59.2014
377,Produzindo Certo,Produzindo Certo - Grupo Comigo,Boa Vista,Rio Verde/GO,-50.488528,-17.123078
378,Produzindo Certo,Produzindo Certo - Grupo Comigo,Estreito Ponte de Pedra,Montividiu/GO,-51.024631,-17.096734
379,Produzindo Certo,Produzindo Certo - Grupo Comigo,Rio Verdinho da Barra Grande,Rio Verde/GO,-51.421453,-17.587753
380,Produzindo Certo,Produzindo Certo - Grupo Comigo,São Tomaz,Rio Verde/GO,-51.028578,-17.873725
381,Produzindo Certo,Produzindo Certo - Grupo Comigo,São Tomaz e arrendamento,Rio Verde/GO,-51.017607,-17.746797
382,Produzindo Certo,Produzindo Certo - Grupo Comigo,São Tomé e arrendamento,Rio Verde/GO,-51.649725,-17.496719
383,Produzindo Certo,Produzindo Certo - Grupo Comigo,Sol Nascente,Montividiu/GO,-51.2177,-17.204922
384,Saag Comercial Exportadora ,Saag Comercial Exportadora Ltda no-GMO,Fazenda Lage,Santana da Vargem - MG,-21.282777777777778,-45.43416666666666
385,Saag Comercial Exportadora ,Saag Comercial Exportadora Ltda no-GMO,Fazenda Saquarema,Carmo da Cachoeira - MG,-21.52791111111111,-45.25128611111111
386,Saag Comercial Exportadora ,Saag Comercial Exportadora Ltda no-GMO,Agropecuaria Verdes Mares,Guapé - MG,-20.823544444444444,-45.25128611111111
387,Saag Comercial Exportadora ,Saag Comercial Exportadora Ltda no-GMO,Potreiro,Três Pontas - MG,-21.380283333333335,-45.308474999999994
388,Saag Comercial Exportadora ,Saag Comercial Exportadora Ltda no-GMO,Agrorossi,Serra Salitre - MG,-19.435080555555555,-46.84454166666667
389,Saag Comercial Exportadora ,Saag Comercial Exportadora Ltda no-GMO,São Pedro,Ibiá - MG,-19.516130555555556,-46.53453888888889
390,Saag Comercial Exportadora ,Saag Comercial Exportadora Ltda no-GMO,FAZENDA ANGICOS,Ibiá - MG,-19.516130555555556,-46.53453888888889
391,Saag Comercial Exportadora ,Saag Comercial Exportadora Ltda no-GMO,Fazenda Novo Horizonte,Medeiros - MG,-19.937797222222223,-46.43993333333333
392,Bartira Agropecuária,Bartira Gestão Agropecuária,Fazenda Pirapitinga,Canápolis - MG,-49.225519,-18.771695
393,Bartira Agropecuária,Bartira Gestão Agropecuária,Fazenda San Jorge,Costa Rica - MS,-53.168611,-18.716026
394,Bartira Agropecuária,Bartira Gestão Agropecuária,Fazenda San Antônio,Tangará da Serra - MT,-57.948723,-14.354563
395,Bartira Agropecuária,Bartira Gestão Agropecuária,Fazenda Morumbi Agropecuária S.A,Alto da Boa Vista - MT,-51.930628,-11.855835
396,Bartira Agropecuária,Bartira Gestão Agropecuária,Fazenda Bacuri,Riachão - MA,-46.425744,-8.372257
397,Bartira Agropecuária,Bartira Gestão Agropecuária,Fazenda Horizontina Leste,Tasso Fragoso - MA,-45.747764,-7.870731
398,Bartira Agropecuária,Bartira Gestão Agropecuária,Fazenda Horizontina Norte,Campos Lindos - TO,-46.613116,-8.249321
399,Bartira Agropecuária,Bartira Gestão Agropecuária,Flores,Piraquê - TO,-48.22474,-6.539068
400,Associação Clube Amigos da Terra ,Associação Clube Amigos da Terra CAT Sorriso,Fazenda Alegria,"BR 163, Km 720, Sorriso-MT -",-12.804975,-55.776375
401,Associação Clube Amigos da Terra ,Associação Clube Amigos da Terra CAT Sorriso,Fazenda Berrante de Ouro,"MT 487, Km 23 - Gleba Barreiro, Sorriso-MT - Brasil",-12.085497222222223,-55.66502777777777
402,Associação Clube Amigos da Terra ,Associação Clube Amigos da Terra CAT Sorriso,Fazenda Cella,"MT 242, Km 34 Linha Tropical sentido Ipiranga do Norte, Sorriso-MT - Brasil",-12.502161666666666,-56.4691125
403,Associação Clube Amigos da Terra ,Associação Clube Amigos da Terra CAT Sorriso,Fazenda Centro da Mata,"MT 242, Km 759, Nova Ubiratã- MT - Brasil",-13.070797222222222,-54.96544166666667
404,Associação Clube Amigos da Terra ,Associação Clube Amigos da Terra CAT Sorriso,Fazenda Criciúma,"Rodovia MT 242 Km 50, Nova Ubiratã-MT, Brasil",-13.338591666666668,-55.11895277777778
405,Associação Clube Amigos da Terra ,Associação Clube Amigos da Terra CAT Sorriso,Fazenda Jaborandi,"MT 242, Km 32, Sorriso-MT - Brasil",-12.150277777777777,-55.75083333333333
406,Associação Clube Amigos da Terra ,Associação Clube Amigos da Terra CAT Sorriso,Fazenda Leopoldina,"BR 163, Km 722 + 53 à esquerda, Sorriso-MT - Brasil",-12.575758333333333,-56.01485
407,Associação Clube Amigos da Terra ,Associação Clube Amigos da Terra CAT Sorriso,Fazenda Marauense,"BR 163 + 50 Km à direita, Sorriso- MT - Brasil",-13.128222222222222,-55.32194444444445
408,Associação Clube Amigos da Terra ,Associação Clube Amigos da Terra CAT Sorriso,Fazenda Morena,"MT 235, Km 32 + 10 à direita + 3 à direita, Campo Novo do Parecis- MT - Brasil",-14365,-58.10008333333334
409,Associação Clube Amigos da Terra ,Associação Clube Amigos da Terra CAT Sorriso,Fazenda São Marcos,"BR 163, Km 708, Linha Morocó, Sorriso-MT - Brasil",-12.960486111111111,-55.77930555555555
410,Associação Clube Amigos da Terra ,Associação Clube Amigos da Terra CAT Sorriso,Fazenda Nossa Senhora da Salete,"BR 163, Km 768 + 20 Km, Vera-MT - Brasil",-12.481625,-55.48473888888889
411,Associação Clube Amigos da Terra ,Associação Clube Amigos da Terra CAT Sorriso,Fazenda Pedra,"BR 163, Km 719, Sorriso-MT - Brasil",-12.815619444444446,-55.764494444444445
412,Associação Clube Amigos da Terra ,Associação Clube Amigos da Terra CAT Sorriso,Fazenda Pinhal,"Pontal do Verde, Polícia Federal 30 Km, Sorriso-MT - Brasil",-12.940572222222222,-55.58058333333334
413,Associação Clube Amigos da Terra ,Associação Clube Amigos da Terra CAT Sorriso,Fazenda Pluma,"MT 242, Estrada do Macaco por 20 Km, Sorriso-MT - Brasil",-12.830516666666666,-55.383494444444445
414,Associação Clube Amigos da Terra ,Associação Clube Amigos da Terra CAT Sorriso,Fazenda Rodeio,"BR 242, Km 29, Sorriso-MT - Brasil",-12.723611111111111,-55.532777777777774
415,Associação Clube Amigos da Terra ,Associação Clube Amigos da Terra CAT Sorriso,Fazenda Santa Ernestina,"BR 163, Km 760 à esquerda, Sorriso-MT - Brasil",-12.479655555555556,-55.696305555555554
416,Associação Clube Amigos da Terra ,Associação Clube Amigos da Terra CAT Sorriso,Fazenda Santa Maria da Amazônia,"MT 242, Km 20, sentido Ipiranga do Norte, Sorriso-MT - Brasil",-12.371111111111112,-55805
417,Associação Clube Amigos da Terra ,Associação Clube Amigos da Terra CAT Sorriso,Fazenda Santana,"BR 163, Km 776, 4 Km à direita, Sorriso-MT - Brasil",-9.053305555555557,-65.41750833333334
418,Associação Clube Amigos da Terra ,Associação Clube Amigos da Terra CAT Sorriso,Fazenda Santo Antônio,"Br 163, Distrito de Primaverinha, Sorriso-MT - Brasil",-12.947222222222223,-55.85277777777778
419,Associação Clube Amigos da Terra ,Associação Clube Amigos da Terra CAT Sorriso,Fazenda São Felipe,"BR 163, Km 708, Distrito de Primavera-MT - Brasil",-12.788533333333334,-55.78503055555555
420,Associação Clube Amigos da Terra ,Associação Clube Amigos da Terra CAT Sorriso,Fazenda Gamada,"MT 320 a 22 KM trevo de Nova Canaã lado direito, Nova Canaã- MT - Brasil",-10.422672222222221,-55.67885833333333
421,Associação Clube Amigos da Terra ,Associação Clube Amigos da Terra CAT Sorriso,Fazenda Videirense,BR 163 Km 729,-12.859094444444445,-55.743830555555554
422,Produzindo Certo,Produzindo Certo-Grupo Castrolanda,Agropecuária Romi,"Agropecuária Romi, Estrada Capão Alto, Km 6, Castro/PR",-49.902293,-24.739889
423,Agricola Xingu,Agricola Xingu S.A,Fazenda Tabuleiro I,São Desiderio - BA,-13.339561111111111,-45.79119722222222
424,Agricola Xingu,Agricola Xingu S.A,Fazenda Tabuleiro II,São Desiderio - BA,-13.258611111111112,-45.726111111111116
425,Agricola Xingu,Agricola Xingu S.A,Fazenda Tabuleiro III,São Desiderio - BA,-13.190527777777778,-45.78301666666667
426,Produzindo Certo,Produzindo Certo-Grupo Castrolanda,Bom Sucesso,"Fazenda Bom Sucesso, Bairro Bom Sucesso, Itararé/SP",-49.182219,-24.154856
427,SLC Agrícola,SLC Agrícola,Fazenda Planalto,Costa Rica - MS,-53.204092,-18.211311
428,SLC Agrícola,SLC Agrícola,Fazenda Pamplona,Cristalina - GO,-47.625268,-16.227882
429,SLC Agrícola,SLC Agrícola,Fazenda Panorama,Correntina - BA,-46.097783,-13.407468
430,SLC Agrícola,SLC Agrícola,Fazenda Parnaíba,Tasso Fragoso - MA,-46.077028,-8.514722
431,SLC Agrícola,SLC Agrícola,Fazenda Planeste,Balsas - MA,-46.859487,-8.554206
432,SLC Agrícola,SLC Agrícola,Fazenda Paiaguás,Diamantino  - MT,-57.456034,-14.08013
433,SLC Agrícola,SLC Agrícola,Fazenda Planorte,Sapezal - MT,-58.898933,-13.936938
434,Bartira Agropecuária,Fazendas Bartira ,Fazenda Pirapitinga,Canápolis - MG,-49.225519,- 18.771695
435,Bartira Agropecuária,Fazendas Bartira,Fazenda San Jorge,Costa Rica - MS,-53.168611,- 18.716026
436,Bartira Agropecuária,Fazendas Bartira ,Fazenda San Antônio,Tangará da Serra - MT,-57.948723,-14.354563
437,Bartira Agropecuária,Fazendas Bartira,Fazenda Morumbi Agropecuária S.A,Alto da Boa Vista - MT,-51.930628,-11.855835
438,Bartira Agropecuária,Fazendas Bartira - non-GMO,Fazenda San Antônio,Tangará da Serra - MT,-57.948723,-14.354563
439,Aliança da Terra,Aliança da Terra - Grupo IV,Água Santa,"Rodovia BR 452, Km 258, CEP: 38170- 000, Caixa Postal 21, Perdizes - MG - Brasil",-47.364068,-47.364068
440,Aliança da Terra,Aliança da Terra - Grupo IV,Bandeirantes,"Rodovia GO 220, Km 35, esquerda 20 Km, Zona Rural, CEP: 75.915-000, Montividiu - GO - Brasil",-51.367197,-17.42317
441,Aliança da Terra,Aliança da Terra - Grupo IV,Boa Esperança,"Rodovia GO 174, Km 39, + 20 Km à direita, Rio Verde - GO - Brasil",-50.98599,-17.373805
442,Aliança da Terra,Aliança da Terra - Grupo IV,Boa Vista,"Rodovia GO 405, CEP: 75.980-000, Paraúna - GO - Brasil",-51.461452,-17.354913
443,Aliança da Terra,Aliança da Terra - Grupo IV,Bom Jardim e Primavera,"Rodovia GO 220, Km 27, Caixa Postal 515, CEP: 75.901-970, Montividiu - GO - Brasil",-51.461452,-17.354913
444,Aliança da Terra,Aliança da Terra - Grupo IV,Bom Jardim (Dorothea),"Rodovia Montividiu-Caiapônia, Km 15 à direita, CEP: 75.915-000, Zona Rural, Montividiu - GO - Brasil",-51.32331,-17.286756
445,Aliança da Terra,Aliança da Terra - Grupo IV,Bom Jardim (Marcelo),"Rodovia GO 220, Km 15 à direita, CEP: 75.980-000, Zona Rural, Montividiu - GO - Brasil",-51.329665,-17.281813
446,Aliança da Terra,Aliança da Terra - Grupo IV,Brasilanda,"Rodovia GO 174, Km 40 + 1 Km à esquerda, Rio Verde - GO - Brasil",-51.275933,-17.492133
447,Aliança da Terra,Aliança da Terra - Grupo IV,Cachoeirinha,"Rodovia GO 220, Km 60, CEP: 75.850- 000, Zona Rural, Caiapônia - GO - Brasil",-51.645517,-17.238443
448,Aliança da Terra,Aliança da Terra - Grupo IV,Cana Verde,"Rodovia GO 174, Km 90, CEP: 75.850- 000, Zona Rural, Rio Verde - GO - Brasil",-51.118167,-17.069333
449,Aliança da Terra,Aliança da Terra - Grupo IV,DME,"Rodovia MG 410, Km 51, Zona Rural, Presidente Olegário - MG - Brasil",-46.426303,-18.072217
450,Aliança da Terra,Aliança da Terra - Grupo IV,Gameleira,"Rodovia MG 410, Km 51, Presidente Olegário - MG - Brasil",-46.35671,-17.836257
451,Aliança da Terra,Aliança da Terra - Grupo IV,Mata do Lobo,"Rodovia BR 452, Km 41 à direita, Rio Verde - GO - Brasil",-50.736345,-18.121277
452,Aliança da Terra,Aliança da Terra - Grupo IV,Mauá,"Rodovia GO 174, Km 60 - Montividiu - GO - Brasil",-51.344025,-17.235353
453,Aliança da Terra,Aliança da Terra - Grupo IV,Monte Alegre,"Avenida José Walter, n? 845, Setor Morada do Sol, CEP:75.908-780, Rio Verde - GO - Brasil",-51.42451,-17.49837
454,Aliança da Terra,Aliança da Terra - Grupo IV,Monte Alegre Pindaíbas,"Rodovia GO 333, Km 45, Rio Verde - GO - Brasil",-50.821303,-17.402428
455,Aliança da Terra,Aliança da Terra - Grupo IV,Pai Manoel,"Rodovia BR 060, Km 425, Rio Verde - GO - Brasil",-51.28907,-17.739327
456,Aliança da Terra,Aliança da Terra - Grupo IV,Paraíso do Rio Preto,"Rodovia BR 452, Km 41, Zona Rural, Rio Verde - GO - Brasil",-50.792807,-18.066978
457,Aliança da Terra,Aliança da Terra - Grupo IV,Paraíso Rio Preto e Renala,"Rodovia BR 452, Km 01, Zona Rural, Rio Verde - GO - Brasil",-50.787721,-18083
458,Aliança da Terra,Aliança da Terra - Grupo IV,Santa Fé,"Zona Rural, Uberlândia - MG - Brasil",-48.03494,-19.222047
