data,cnpj,cnpj_basico,cnpj_ordem,cnpj_dv,identificador_matriz_filial,nome_fantasia,situacao_cadastral,data_situacao_cadastral,motivo_situacao_cadastral,nome_cidade_exterior,id_pais,data_inicio_atividade,cnae_fiscal_principal,cnae_fiscal_secundaria,sigla_uf,id_municipio,id_municipio_rf,tipo_logradouro,logradouro,numero,complemento,bairro,cep,ddd_1,telefone_1,ddd_2,telefone_2,ddd_fax,fax,email,situacao_especial,data_situacao_especial,cnpj_basico_1,razao_social,natureza_juridica,capital_social,porte
2023-02-15,84046101032800,84046101,0328,00,2,CEVAL MALIMENTOS S/A,8,1998-11-26,1,,,1998-04-07,4632001,,DF,5300108,9701,QUADRA,05 LOTES 220/320,SN,GALP.3 S.L.INDUSTRIAL,GAMA,72401970,,,,,,,,,,84046101,BUNGE ALIMENTOS S/A,2054,3105450051.7,5
2023-02-15,84046101024459,84046101,0244,59,2,,2,2005-11-03,0,,,1996-10-17,0230600,,SC,4216206,8319,,LOC  GAMBOA,SN,KM 08,GAMBOA,89240000,,,,,,,fiscalizacao.fiscal@bunge.com,,,84046101,BUNGE ALIMENTOS S/A,2054,3105450051.7,5
2023-02-15,84046101020038,84046101,0200,38,2,,8,1999-06-16,1,,,1995-04-26,0322105,,SC,4205456,973,AVENIDA,25 DE JULHO,1045,,VILA LURDES,88850000,,,,,,,,,,84046101,BUNGE ALIMENTOS S/A,2054,3105450051.7,5
2023-02-15,84046101043160,84046101,0431,60,2,,8,2018-02-20,1,,,2003-06-05,4637199,"4632001,5211799",RS,4304606,8589,AVENIDA,BOQUEIRAO,2350,SALA 201,IGARA,92030360,54,33161532,54,33161535,54,33161536,liliane.silva@bunge.com,,,84046101,BUNGE ALIMENTOS S/A,2054,3105450051.7,5
2023-02-15,84046101056903,84046101,0569,03,2,BUNGE ALIMENTOS S.A,2,2012-05-09,0,,,2012-05-09,7490199,,SP,3550308,7107,RUA,DIOGO MOREIRA,184,CONJ  72                  ANDAR 7,PINHEIROS,05423010,47,37032302,47,37032500,47,37032500,fiscalizacao.fiscal@bunge.com,,,84046101,BUNGE ALIMENTOS S/A,2054,3105450051.7,5
2023-02-15,84046101001750,84046101,0017,50,2,,2,2005-11-03,0,,,1981-02-24,4623199,,MS,5002704,9051,AVENIDA,ZILA CORREA MACHADO,11640,      PARTE               SETOR 04,JARDIM ITAMARACA,79062000,67,34111300,67,34111363,67,34111340,fiscalizacao.fiscal@bunge.com,,,84046101,BUNGE ALIMENTOS S/A,2054,3105450051.7,5
2023-02-15,84046101057462,84046101,0574,62,2,,2,2012-12-13,0,,,2012-12-13,8211300,,SP,3550308,7107,RUA,DIOGO MOREIRA,184,ANDAR DO 5  AO 14,PINHEIROS,05423010,47,37032859,,,,,fiscalizacao.fiscal@bunge.com,,,84046101,BUNGE ALIMENTOS S/A,2054,3105450051.7,5
2023-02-15,84046101037860,84046101,0378,60,2,,8,2005-08-08,1,,,2000-09-18,4639701,4637199,RJ,3304557,6001,RUA,SACADURA CABRAL,280,PARTE,SAUDE,20221161,021,2111996,,,021,2639149,,,,84046101,BUNGE ALIMENTOS S/A,2054,3105450051.7,5
2023-02-15,84046101036970,84046101,0369,70,2,,8,2001-08-13,1,,,2000-09-11,1065101,"1065102,1065103",PE,2610707,2513,AVENIDA,DR. RINALDO PINHO ALVES,S/N,BLOCO A,PARATIBE,53437530,81,4253044,,,,,sjunge@ceval.com.br,,,84046101,BUNGE ALIMENTOS S/A,2054,3105450051.7,5
2023-02-15,84046101028608,84046101,0286,08,2,,8,2001-04-30,1,,,1997-12-26,4632001,,BA,2926202,3825,RODOVIA,BA 459,SN,KM 57,CENTRO,47970000,,,,,,,,,,84046101,BUNGE ALIMENTOS S/A,2054,3105450051.7,5
2023-02-15,84046101008097,84046101,0080,97,2,,8,1999-05-19,1,,,1988-12-01,1041400,,SC,4208401,8165,RUA,DO COMERCIO,1399,,SANTA TEREZA,89896000,,,,,,,,,,84046101,BUNGE ALIMENTOS S/A,2054,3105450051.7,5
2023-02-15,84046101032982,84046101,0329,82,2,,8,1998-10-19,1,,,1998-03-26,4632001,,PR,4119905,7777,RODOVIA,BR 376,S/N,KM 504 - PARTE A,DISTRITO INDUSTRIAL,84126900,,,,,,,,,,84046101,BUNGE ALIMENTOS S/A,2054,3105450051.7,5
2023-02-15,84046101015034,84046101,0150,34,2,,2,2005-11-03,0,,,1990-08-23,4632001,,ES,3205309,5705,RUA,GELU VERVLOET DOS SANTOS,500,SALA  1204,JARDIM CAMBURI,29090100,61,36159068,61,36159018,11,37417187,fiscalizacao.fiscal@bunge.com,,,84046101,BUNGE ALIMENTOS S/A,2054,3105450051.7,5
2023-02-15,84046101049605,84046101,0496,05,2,,8,2007-06-04,54,,,2005-02-25,4623199,,MS,5002407,9055,AVENIDA,BRASIL,2001,,DISTR. DE N.AMERICA,79940000,67,3988000,,,67,3988027,,,,84046101,BUNGE ALIMENTOS S/A,2054,3105450051.7,5
2023-02-15,84046101033016,84046101,0330,16,2,CEVAL ALIMENTOS S/A,8,1999-08-20,1,,,1998-04-07,4632001,,PE,2611606,2531,AVENIDA,DR. JOSE RUFINO,959,SALA 1,BARRO,50780000,,,,,,,,,,84046101,BUNGE ALIMENTOS S/A,2054,3105450051.7,5
2023-02-15,84046101015549,84046101,0155,49,2,,8,2018-06-13,1,,,2001-04-06,4639701,4637199,MG,3170404,5407,RUA,VIRGILIO JUSTINIANO RIBEIRO,1180,SALA: 10;,BARROCA,38610000,34,33117785,34,33365011,,,rita.teodoro@bunge.com,,,84046101,BUNGE ALIMENTOS S/A,2054,3105450051.7,5
2023-02-15,84046101004695,84046101,0046,95,2,,8,2006-12-12,1,,,1986-08-14,4632001,,RS,4318903,8881,RUA,BORGES DE MEDEIROS,3604,,CENTRO,97800000,,,,,,,,,,84046101,BUNGE ALIMENTOS S/A,2054,3105450051.7,5
2023-02-15,84046101025692,84046101,0256,92,2,,2,2005-11-03,0,,,1997-01-22,4930201,,PI,2211209,1223,RODOVIA,PI 247,S/N,KM 23,ZONA RURAL,64860000,,,,,,,fiscalizacao.fiscal@bunge.com,,,84046101,BUNGE ALIMENTOS S/A,2054,3105450051.7,5
2023-02-15,84046101007104,84046101,0071,04,2,,8,1999-05-19,1,,,1988-12-01,0155501,,SC,4219507,8383,RODOVIA,BR 282,S/N,KM 5004,ZONA URBANA,89820000,,,,,,,,,,84046101,BUNGE ALIMENTOS S/A,2054,3105450051.7,5
2023-02-15,84046101058868,84046101,0588,68,2,,8,2022-12-12,1,,,2021-07-16,2013402,"4623106,4683400",RS,4315602,8815,AVENIDA,ALMIRANTE MAXIMIANO FONSECA,6360,BLOCO C,ZONA PORTUARIA,96204040,47,37032859,,,,,fiscalizacao.fiscal@bunge.com,,,84046101,BUNGE ALIMENTOS S/A,2054,3105450051.7,5
2023-02-15,84046101018564,84046101,0185,64,2,,2,2005-11-03,0,,,1994-11-07,4632001,"4622200,4683400,5211701",TO,1716505,9525,,RODOIVA TO 010,SN,,ZONA RURAL,77710000,,,,,,,fiscalizacao.fiscal@bunge.com,,,84046101,BUNGE ALIMENTOS S/A,2054,3105450051.7,5
2023-02-15,84046101008763,84046101,0087,63,2,,8,1999-05-19,1,,,1988-12-01,0322105,,SC,4208906,8175,ESTRADA,RIO DA LUZ,SN,,CENTRO,89260160,,,,,,,,,,84046101,BUNGE ALIMENTOS S/A,2054,3105450051.7,5
2023-02-15,84046101006396,84046101,0063,96,2,,8,1999-07-27,1,,,1988-11-21,1065101,"1065102,1065103",PR,4126256,8461,RODOVIA,BR 376,S/N,KM 119,CENTRO,87114566,,,,,,,,,,84046101,BUNGE ALIMENTOS S/A,2054,3105450051.7,5
2023-02-15,84046101034098,84046101,0340,98,2,BUNGE ALIMENTOS S/A,2,2005-11-03,0,,,1999-04-13,4632001,"4623106,4683400,5211701,5211799",MG,3103504,4069,RODOVIA,BR-050,S/N,KM    39,DISTRITO INDUSTRIAL,38446232,11,36159068,,,,,fiscalizacao.fiscal@bunge.com,,,84046101,BUNGE ALIMENTOS S/A,2054,3105450051.7,5
2023-02-15,84046101054870,84046101,0548,70,2,,8,2011-09-20,1,,,2007-12-13,4639701,4637199,PR,4119152,5453,AVENIDA,MARINGA,4000,"SALA    10 , MODULO 3A",JARDIM ATUBA,83326010,42,32191020,42,32191029,42,32191001,joao.felix@bunge.com,,,84046101,BUNGE ALIMENTOS S/A,2054,3105450051.7,5
2023-02-15,84046101002480,84046101,0024,80,2,,8,2009-10-15,1,,,1982-10-29,4632001,"5211799,5211701",RS,4322202,8947,ESTRADA,TUPANCIRETA SANTIAGO,S/N,KM 50,SANTA TECLA,98170000,,,,,,,,,,84046101,BUNGE ALIMENTOS S/A,2054,3105450051.7,5
2023-02-15,84046101020895,84046101,0208,95,2,,8,1999-06-25,1,,,1995-05-17,1066000,,MS,5007901,9157,RODOVIA,BR 060,S/N,KM 412,ZONA SUBURBANA,79170000,,,,,,,,,,84046101,BUNGE ALIMENTOS S/A,2054,3105450051.7,5
2023-02-15,84046101033440,84046101,0334,40,2,BUNGE,2,2005-11-03,0,,,1998-09-18,4632001,5211701,MT,5107925,9907,,LINHA TROPICAL,S/N,KM 45,PROJETO TROPICAL,78890000,66,35442876,66,34111731,,,tributario.rondonopolis@bunge.com,,,84046101,BUNGE ALIMENTOS S/A,2054,3105450051.7,5
2023-02-15,84046101007600,84046101,0076,00,2,,8,1999-05-19,1,,,1988-12-01,1066000,,SC,4208401,8165,RUA,DO COMERCIO,1660,,CENTRO,89896000,,,,,,,,,,84046101,BUNGE ALIMENTOS S/A,2054,3105450051.7,5
2023-02-15,84046101010660,84046101,0106,60,2,,8,1999-07-27,1,,,1989-03-28,0322105,,PR,4111803,7629,RODOVIA,JACAREZINHO/RIBEIRAO CL,S/N,KM 03,ZONA RURAL,86400000,,,,,,,,,,84046101,BUNGE ALIMENTOS S/A,2054,3105450051.7,5
2023-02-15,84046101000436,84046101,0004,36,2,,8,1997-11-11,1,,,1976-02-13,1041400,,SC,4204202,8081,RUA,SAO PEDRO,298,,CENTRO,89804460,,,,,,,,,,84046101,BUNGE ALIMENTOS S/A,2054,3105450051.7,5
2023-02-15,84046101052231,84046101,0522,31,2,BUNGE,8,2017-11-20,1,,,2005-11-18,4930202,,PA,1506708,533,OUTROS,LOTE 01 DA GLEBA CAJU A MARGEM ESQUERDA DA BR 158 SALA 01,S/N,ANTIGA PA 150,ZONA RURAL,68560000,66,34111731,,,65,36146046,anderson.vinicius@bunge.com,,,84046101,BUNGE ALIMENTOS S/A,2054,3105450051.7,5
2023-02-15,84046101017916,84046101,0179,16,2,,8,1999-06-22,1,,,1993-10-20,4930202,,MG,3118601,4371,RUA,ANDROMEDA,1275,SALA 02 CAMARA 0809,DIST. IND. RIACHO,32242200,,,,,,,,,,84046101,BUNGE ALIMENTOS S/A,2054,3105450051.7,5
2023-02-15,84046101050026,84046101,0500,26,2,,8,2009-10-22,1,,,2005-05-10,1041400,,RS,4314100,8785,RUA,CLEMENTINO LUIS VIEIRA,500,BLOCO 3,BAIRRO SAO CRISTOVAO,99060080,54,3161532,,,54,3161536,,,,84046101,BUNGE ALIMENTOS S/A,2054,3105450051.7,5
2023-02-15,84046101018998,84046101,0189,98,2,,8,2006-12-12,1,,,1995-01-12,4632001,,RS,4316105,8825,RUA,SANTA RITA,301,,SANTA BARBARA,99670000,,,,,,,,,,84046101,BUNGE ALIMENTOS S/A,2054,3105450051.7,5
2023-02-15,84046101039561,84046101,0395,61,2,,2,2005-11-03,0,,,2002-03-26,1041400,"4622200,4623106,4683400,5211701",PI,2211209,1223,RODOVIA,PI 247,S/N,"P. 1, KM 23, CRUZETA",ZONA RURAL,64860000,099,5413033,,,,,fiscalizacao.fiscal@bunge.com,,,84046101,BUNGE ALIMENTOS S/A,2054,3105450051.7,5
2023-02-15,84046101020380,84046101,0203,80,2,,8,1999-06-16,1,,,1995-04-26,0322105,,SC,4219002,8373,RUA,GERAL,S/N,,RIO MAIOR,88840000,,,,,,,,,,84046101,BUNGE ALIMENTOS S/A,2054,3105450051.7,5
2023-02-15,84046101048803,84046101,0488,03,2,BUNGE ALIMENTOS S/A,8,2006-08-16,1,,,2004-09-20,4632001,,PR,4104808,7493,RUA,RIO DA PAZ,S/N,KM 13,ZONA RURAL,85803100,45,2195086,,,45,2195086,luciane.kadamos@bunge.com,,,84046101,BUNGE ALIMENTOS S/A,2054,3105450051.7,5
2023-02-15,84046101051693,84046101,0516,93,2,BUNGE,8,2009-04-24,1,,,2005-08-05,1043100,,SP,3506003,6219,RUA,LAUREANO GARCIA,280,,DIST INDUSTRIAL II,17039760,011,52126200,,,011,52126200,,,,84046101,BUNGE ALIMENTOS S/A,2054,3105450051.7,5
2023-02-15,84046101015204,84046101,0152,04,2,,2,2005-11-03,0,,,1990-09-26,4930202,5250805,MG,3170404,5407,RODOVIA,FREI JORGE,808,SALA  01 - NORTE,BARROCA,38610000,11,39140475,,,,,fiscalizacao.fiscal@bunge.com,,,84046101,BUNGE ALIMENTOS S/A,2054,3105450051.7,5
2023-02-15,84046101032397,84046101,0323,97,2,,8,1999-09-14,1,,,1998-02-17,4632001,,RS,4306429,5971,,LINHA DOIS IRMAOS,S/N,,ZONA RURAL,98385000,,,,,,,,,,84046101,BUNGE ALIMENTOS S/A,2054,3105450051.7,5
2023-02-15,84046101001912,84046101,0019,12,2,,2,2005-11-03,0,,,1981-02-24,1041400,"4622200,4623106,4632001,4683400",MS,5003702,9073,AVENIDA,1,S/N,,DISTRITO INDUSTRIAL,79804970,067,4245858,,,067,4245858,fiscalizacao.fiscal@bunge.com,,,84046101,BUNGE ALIMENTOS S/A,2054,3105450051.7,5
2023-02-15,84046101009654,84046101,0096,54,2,,8,2001-08-15,1,,,1989-01-12,1013901,,SP,3550308,7107,RUA,LEONOR F COSTA ZACHARIA,1940,,VILA GUILHERME,02052020,,,,,,,,,,84046101,BUNGE ALIMENTOS S/A,2054,3105450051.7,5
2023-02-15,84046101014810,84046101,0148,10,2,,8,2009-06-23,1,,,1990-04-01,4632001,,MT,5103502,9069,RODOVIA,BR 364,S/N,KM    194                 SALA  01,NOVO DIAMANTINO,78400000,66,34111600,66,34111724,66,34111635,hedy.hyane@bunge.com,,,84046101,BUNGE ALIMENTOS S/A,2054,3105450051.7,5
2023-02-15,84046101054366,84046101,0543,66,2,BUNGE,2,2007-11-22,0,,,2007-11-22,1041400,"1932200,4632001",MT,5106224,9937,RODOVIA,BR 163,S/N,KM    602,SETOR INDUSTRIAL E,78450000,65,33086900,,,66,34111713,tributario.rondonopolis@bunge.com,,,84046101,BUNGE ALIMENTOS S/A,2054,3105450051.7,5
2023-02-15,84046101013503,84046101,0135,03,2,,2,2005-11-03,0,,,1989-11-01,4632001,,GO,5205109,9301,RUA,AMERICANO DO BRASIL,457,SALA  02,ROSARIO,75701300,61,36159072,11,39140940,61,36159073,fiscalizacao.fiscal@bunge.com,,,84046101,BUNGE ALIMENTOS S/A,2054,3105450051.7,5
2023-02-15,84046101058000,84046101,0580,00,2,,2,2014-09-25,0,,,2014-09-25,1062700,"4623109,4632001,4632002,4632003,4637199,4639701,8211300",MG,3157807,5155,AVENIDA,DOUTOR ANGELO TEIXEIRA DA COSTA,1077,QUADRA: 02; LOTE: 01;,FRIMISA,33045170,11,39140475,,,,,fiscalizacao.fiscal@bunge.com,,,84046101,BUNGE ALIMENTOS S/A,2054,3105450051.7,5
2023-02-15,84046101016430,84046101,0164,30,2,,8,1999-05-19,1,,,1993-08-18,1041400,,SC,4208203,8161,RUA,BLUMENAU,658,,CENTRO,88305100,,,,,,,,,,84046101,BUNGE ALIMENTOS S/A,2054,3105450051.7,5
2023-02-15,84046101007791,84046101,0077,91,2,,8,1999-05-19,1,,,1988-12-01,0155501,,SC,4208401,8165,ESTRADA,DAFONTEIRA,S/N,"KM 2,5 LINHA LARANJ",ZONA RURAL,89896000,,,,,,,,,,84046101,BUNGE ALIMENTOS S/A,2054,3105450051.7,5
2023-02-15,84046101022596,84046101,0225,96,2,,8,1999-09-16,1,,,1996-10-17,1041400,,PE,2610707,2513,AVENIDA,DR:RINALDO DE P.ALVES,S/N,DISTRITO INDUSTRIAL,PARATIBE,53416100,,,,,,,,,,84046101,BUNGE ALIMENTOS S/A,2054,3105450051.7,5
2023-02-15,84046101020119,84046101,0201,19,2,,8,1999-06-16,1,,,1995-04-26,0322105,,SC,4210407,8391,RUA,GERAL,S/N,,GUARAJUVA,88915000,,,,,,,,,,84046101,BUNGE ALIMENTOS S/A,2054,3105450051.7,5
2023-02-15,84046101058787,84046101,0587,87,2,,2,2021-06-28,0,,,2021-06-28,0210107,,PI,2206001,1119,RODOVIA,PI-240,S/N,KM    12,ZONA RURAL,64845000,47,37032859,,,,,fiscalizacao.fiscal@bunge.com,,,84046101,BUNGE ALIMENTOS S/A,2054,3105450051.7,5
2023-02-15,84046101018726,84046101,0187,26,2,,8,2006-12-12,1,,,1994-12-08,4930202,,RS,4319604,8895,,BR 392,11,"KM 297, SALA 02",LILI,97340000,055,3133113,,,055,3133113,,,,84046101,BUNGE ALIMENTOS S/A,2054,3105450051.7,5
2023-02-15,84046101057705,84046101,0577,05,2,,2,2013-08-07,0,,,2013-08-07,4622200,"4632001,4683400",PA,1501303,425,AVENIDA,BEIRA MAR,S/N,SALA  01,VILA DE ITUPANEMA,68447000,89,35155036,,,,,fiscalizacao.fiscal@bunge.com,,,84046101,BUNGE ALIMENTOS S/A,2054,3105450051.7,5
2023-02-15,84046101007368,84046101,0073,68,2,,8,1994-11-17,1,,,1988-12-01,0322105,,SC,4205308,8103,RODOVIA,BR 282 KM 490,SN,,CENTRO,89694000,,,,,,,,,,84046101,BUNGE ALIMENTOS S/A,2054,3105450051.7,5
2023-02-15,84046101030424,84046101,0304,24,2,,8,2010-08-12,1,,,1997-12-30,4632001,"5211799,5211701",RS,4316907,8841,RUA,SILVA JARDIM,2740,,CENTRO,97050700,,,,,,,,,,84046101,BUNGE ALIMENTOS S/A,2054,3105450051.7,5
2023-02-15,84046101043089,84046101,0430,89,2,,8,2005-06-17,1,,,2003-06-02,4637105,,PE,2611606,2531,,CAIS SANTA RITA,S/N,ARMAZEM 16 - PARTE B,SAO JOSE,50020360,81,34253033,,,81,34253194,josefa.araujo@bungealimentos.com.br,,,84046101,BUNGE ALIMENTOS S/A,2054,3105450051.7,5
2023-02-15,84046101022162,84046101,0221,62,2,,8,2019-06-18,1,,,1996-01-24,5211701,,GO,5206206,9325,RUA,2,S/N,      QUADRA 55 L1 SALA 03,SETOR NOROESTE,73850000,61,36159000,61,36159068,61,36159073,ailton.miranda@bunge.com,,,84046101,BUNGE ALIMENTOS S/A,2054,3105450051.7,5
2023-02-15,84046101002137,84046101,0021,37,2,,8,2009-08-12,1,,,1981-02-24,4623199,,MS,5002951,9787,RODOVIA,MS 306,S/N,KM 96 - SALA 02,ZONA RURAL,79560000,67,35621209,67,35621530,67,35621510,laryssa.andrade@bunge.com,,,84046101,BUNGE ALIMENTOS S/A,2054,3105450051.7,5
2023-02-15,84046101015891,84046101,0158,91,2,CEVAL ALIMENTOS S.A,8,1999-09-17,1,,,1991-12-16,1042200,,PE,2610707,2513,AVENIDA,DR. RINALDO DE PINHO ALVES,S/N,BL. A DIST. IND.,PARATIBE,53437530,,,,,,,,,,84046101,BUNGE ALIMENTOS S/A,2054,3105450051.7,5
2023-02-15,84046101021271,84046101,0212,71,2,,8,1999-05-19,1,,,1995-11-07,0155501,,SC,4217501,8345,,LIN  SAO VALENTIN,S/N,1200 METRO ROD 283S,ZONA RURAL,89770000,,,,,,,,,,84046101,BUNGE ALIMENTOS S/A,2054,3105450051.7,5
2023-02-15,84046101051421,84046101,0514,21,2,BUNGE,8,2006-10-11,1,,,2005-08-05,1043100,,SP,3505708,6213,RUA,JOAO FERREIRA DE CAMARGO,1176,ALA E  BLOCO 6,JARDIM MUTINGA,06460060,011,52126200,,,011,52126200,,,,84046101,BUNGE ALIMENTOS S/A,2054,3105450051.7,5
2023-02-15,84046101054447,84046101,0544,47,2,BUNGE ALIMENTOS S/A,2,2007-11-08,0,,,2007-11-08,4632001,"5211701,5212500",PR,4118204,7745,AVENIDA,GABRIEL DE LARA,1916,ARMZ  06,29 DE JULHO,83221685,41,34204400,41,34204424,41,34204427,fiscalizacao.fiscal@bunge.com,,,84046101,BUNGE ALIMENTOS S/A,2054,3105450051.7,5
2023-02-15,84046101010237,84046101,0102,37,2,,8,1999-07-27,1,,,1989-03-28,1012101,"1013901,1013902",PR,4111803,7629,RODOVIA,BR 153,S/N,KM 15,AEROPORTO,86400000,,,,,,,,,,84046101,BUNGE ALIMENTOS S/A,2054,3105450051.7,5
2023-02-15,84046101050964,84046101,0509,64,2,,8,2008-03-28,1,,,2005-06-06,4639701,4637199,MG,3118601,4371,RUA,MANGUINHOS,402,SALA 01,SAO MATEUS,32180670,031,33598800,,,031,33598820,,,,84046101,BUNGE ALIMENTOS S/A,2054,3105450051.7,5
2023-02-15,84046101020976,84046101,0209,76,2,,8,2015-09-15,1,,,1995-05-17,1043100,,RJ,3304144,2911,RODOVIA,PRESIDENTE DUTRA,SN,KM 197 AV AC QD 6,DIST INDL QUEIMADOS,26390410,,,,,,,,,,84046101,BUNGE ALIMENTOS S/A,2054,3105450051.7,5
2023-02-15,84046101041540,84046101,0415,40,2,BUNGE,8,2011-10-18,1,,,2003-01-22,4930202,,PR,4119905,7777,RODOVIA,"BR 376, KM 504",S/N,SALA  01,DISTRITO INDUSTRIAL,84046000,42,32191066,42,32191000,42,32191001,janaina.amaral@bunge.com,,,84046101,BUNGE ALIMENTOS S/A,2054,3105450051.7,5
2023-02-15,84046101004008,84046101,0040,08,2,,2,2005-11-03,0,,,1986-06-23,4930202,,MS,5003702,9073,AVENIDA,UM,S/N,SALA  1                   CXPST 1021,DISTRITO INDUSTRIAL,79804970,11,33687648,,,67,34111340,fiscalizacao.fiscal@bunge.com,,,84046101,BUNGE ALIMENTOS S/A,2054,3105450051.7,5
2023-02-15,84046101010822,84046101,0108,22,2,,8,2001-01-30,1,,,1989-06-12,4634601,"4634602,4634699",GO,5212501,9445,RODOVIA,BR 040,SN,KM 18,JARDIM DO INGA,72834510,,,,,,,,,,84046101,BUNGE ALIMENTOS S/A,2054,3105450051.7,5
2023-02-15,84046101000606,84046101,0006,06,2,,2,2005-11-03,0,,,1977-11-25,4930202,,GO,5212501,9445,RODOVIA,BR 040,S/N,KM 17,JARDIM DO INGA,72834510,,,,,,,fiscalizacao.fiscal@bunge.com,,,84046101,BUNGE ALIMENTOS S/A,2054,3105450051.7,5
2023-02-15,84046101040578,84046101,0405,78,2,BUNGE ALIMENTOS S/A,2,2005-11-03,0,,,2002-09-12,4622200,"5211799,5211701,4632001",PI,2201903,1037,RODOVIA,TRANSCERRADO SERRA DO QUILOMBO,S/N,,ZONA RURAL,64900000,,,,,,,fiscalizacao.fiscal@bunge.com,,,84046101,BUNGE ALIMENTOS S/A,2054,3105450051.7,5
2023-02-15,84046101007449,84046101,0074,49,2,,8,1999-05-19,1,,,1988-12-01,1041400,,SC,4219507,8383,RODOVIA,BR 282,SN,,VISTA ALEGRE,89820000,,,,,,,,,,84046101,BUNGE ALIMENTOS S/A,2054,3105450051.7,5
2023-02-15,84046101010318,84046101,0103,18,2,,8,1999-07-27,1,,,1989-03-28,1066000,,PR,4111803,7629,AVENIDA,PARANA,S/N,QDS 56/57,MARQUES DOS REIS,86400000,,,,,,,,,,84046101,BUNGE ALIMENTOS S/A,2054,3105450051.7,5
2023-02-15,84046101029841,84046101,0298,41,2,,8,2008-01-31,1,,,1997-12-30,4632001,"5211799,5211701",RS,4314100,8785,AVENIDA,RIO GRANDE,5100,,VALINHOS,99010000,,,,,,,,,,84046101,BUNGE ALIMENTOS S/A,2054,3105450051.7,5
2023-02-15,84046101039219,84046101,0392,19,2,BUNGE,8,2007-01-23,1,,,2002-01-24,4623199,,PR,4120507,7789,RODOVIA,"PR 445, SN, KM 448 + 550 M",SN,PARQUE INDUSTRIAL,INDUSTRIAL,86140000,43,2351543,,,43,2351543,pontagrossa@ceval.com.br,,,84046101,BUNGE ALIMENTOS S/A,2054,3105450051.7,5
2023-02-15,84046101034411,84046101,0344,11,2,,8,2001-05-17,1,,,1999-09-28,4632001,,RS,4305801,8613,AVENIDA,PRESIDENTE VARGAS,S/N,,SETE DE SETEMBRO,99680000,049,7244344,,,,,sjunges@ceval.com.br,,,84046101,BUNGE ALIMENTOS S/A,2054,3105450051.7,5
2023-02-15,84046101036112,84046101,0361,12,2,,8,2007-03-02,1,,,2000-09-15,1062700,,MS,5002704,9051,RUA,PRINCIPAL II,798,,NUCLEO INDUSTRIAL,79108550,67,7911164,,,,,sjunges@ceval.com.br,,,84046101,BUNGE ALIMENTOS S/A,2054,3105450051.7,5
2023-02-15,84046101044565,84046101,0445,65,2,BUNGE,2,2013-12-23,0,,,2003-09-08,4632001,5211701,MT,5106224,9937,,"BR MT 235, KM 40, N. MUTUM / S.J.R.CLARO",S/N,PRODECER,GLEBA SAO FRANCISCO,78450000,66,34108650,66,34111731,65,6146046,tributario.rondonopolis@bunge.com,,,84046101,BUNGE ALIMENTOS S/A,2054,3105450051.7,5
2023-02-15,84046101032125,84046101,0321,25,2,,8,2006-12-12,1,,,1998-02-17,4632001,,RS,4305900,8615,,ACESSO A BR 468,SN,KM 2,VILA DINIZ,98580000,,,,,,,,,,84046101,BUNGE ALIMENTOS S/A,2054,3105450051.7,5
2023-02-15,84046101016944,84046101,0169,44,2,,8,1999-08-09,1,,,1993-10-13,1041400,,SP,3533601,6773,RODOVIA,WALDIR CANEVARY,SN,KM 06,CENTRO,14670000,,,,,,,,,,84046101,BUNGE ALIMENTOS S/A,2054,3105450051.7,5
2023-02-15,84046101040810,84046101,0408,10,2,,8,2008-03-28,1,,,2002-09-17,4632001,,MT,5104542,1186,RODOVIA,MT 338 KM 186,S/N,,CENTRO,78579000,65,36146000,65,36146076,65,36671668,anderson.vinicius@bunge.com,,,84046101,BUNGE ALIMENTOS S/A,2054,3105450051.7,5
2023-02-15,84046101018130,84046101,0181,30,2,,8,2006-02-15,1,,,1993-11-10,8299799,"6399200,7410299,7490105,7490199,8219999,8299703,8299707",GO,5222005,9641,RODOVIA,GO 330,SN,KM 06,ZONA RURAL,75260000,,,,,,,,,,84046101,BUNGE ALIMENTOS S/A,2054,3105450051.7,5
2023-02-15,84046101022839,84046101,0228,39,2,,2,2005-11-03,0,,,1996-10-17,1041400,"1042200,4622200,4623106,4632001,4639701,4683400,5211701",BA,2919553,1112,AVENIDA,DIOCLECIO RAMOS,1636,,JARDIM PRIMAVERA,47850000,77,36288000,,,,,fiscalizacao.fiscal@bunge.com,,,84046101,BUNGE ALIMENTOS S/A,2054,3105450051.7,5
2023-02-15,84046101001599,84046101,0015,99,2,,8,2010-07-05,1,,,1981-03-16,4632001,"5211799,5211701",RS,4313706,8777,ESTRADA,RS 569,SN,KM 0,DISTRITO INDUSTRIAL,98300000,,,,,,,,,,84046101,BUNGE ALIMENTOS S/A,2054,3105450051.7,5
2023-02-15,84046101028446,84046101,0284,46,2,,2,2005-11-03,0,,,1997-12-20,1041400,5211701,PR,4119905,7777,RODOVIA,"BR 376, KM 506,5",S/N,,COLONIA DONA LUIZA,84043450,47,37032859,,,,,fiscalizacao.fiscal@bunge.com,,,84046101,BUNGE ALIMENTOS S/A,2054,3105450051.7,5
2023-02-15,84046101005314,84046101,0053,14,2,BUNGE,2,2005-11-03,0,,,1988-01-19,4632001,5211701,MT,5107925,9907,RODOVIA,BR 163,S/N,KM 703,PRIMAVERA,78898000,66,34108682,66,34111600,,,tributario.rondonopolis@bunge.com,,,84046101,BUNGE ALIMENTOS S/A,2054,3105450051.7,5
